Age,Overall rating,Height in cm,Weight in kg,Value,Wage,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,ATT,DEF,GK,MID
21,79,178,73,€33.5M,€67K,63,71.6,74.6,73.4,71.5,78,15,6,13,9,13,FALSE,FALSE,FALSE,TRUE
18,76,180,71,€15M,€12K,56.4,70.2,74.8,69.4,69.5,71,9,6,13,9,8,FALSE,FALSE,FALSE,TRUE
31,87,175,68,€75.5M,€115K,80,89,82.6,69.8,73.67,32,9,9,15,15,11,TRUE,FALSE,FALSE,FALSE
23,78,174,73,€20M,€28K,66.4,73.8,86.2,72.4,67.83,73,10,13,11,11,5,FALSE,FALSE,FALSE,TRUE
22,75,196,87,€12M,€46K,54.6,57,70,73.8,59.83,73,8,7,8,5,11,FALSE,TRUE,FALSE,FALSE
21,79,173,77,€39.5M,€95K,62.6,67.4,88,67,59.33,25,11,10,8,9,12,FALSE,FALSE,FALSE,TRUE
22,78,192,80,€21.5M,€38K,71.4,73.2,72.6,78,73,76,7,9,14,11,9,FALSE,FALSE,FALSE,TRUE
23,83,191,86,€44.5M,€51K,62,63,73.6,77.8,67.83,83.67,8,10,8,14,13,FALSE,TRUE,FALSE,FALSE
21,76,181,76,€16M,€26K,58.6,68.8,73.6,70.8,69,74.67,14,12,6,11,13,FALSE,FALSE,FALSE,TRUE
21,78,186,81,€26.5M,€25K,48.8,51.4,72.4,62.4,59.17,78.67,9,12,12,13,10,FALSE,TRUE,FALSE,FALSE
21,78,180,73,€27M,€19K,64.4,68.8,78,68.8,66,73.67,14,10,8,6,10,FALSE,FALSE,FALSE,TRUE
19,78,190,86,€28.5M,€8K,44.4,55.6,75.2,63.6,56.17,78.33,8,6,15,6,6,FALSE,TRUE,FALSE,FALSE
18,73,181,79,€7M,€12K,59,68.6,75.2,65.2,53.67,38,9,12,7,5,13,FALSE,FALSE,FALSE,TRUE
18,72,178,72,€5.5M,€14K,64.4,65.8,76,64.4,57.83,27,6,10,6,10,7,FALSE,FALSE,FALSE,TRUE
17,70,189,68,€3.6M,€6K,61,65.8,65.6,66.8,62,59,9,7,10,12,7,FALSE,FALSE,FALSE,TRUE
31,90,200,96,€63M,€250K,17.2,22,58,50,31.33,18,85,89,76,90,93,FALSE,FALSE,TRUE,FALSE
31,74,175,75,€3M,€17K,59.8,63,66.8,73,67.83,71.33,14,15,8,8,13,FALSE,FALSE,FALSE,TRUE
33,82,180,76,€14.5M,€155K,60.2,60.4,74,65,62,82,12,7,10,15,7,FALSE,TRUE,FALSE,FALSE
25,85,184,81,€66M,€90K,79.6,79,85,85,82.17,78.33,12,10,7,7,7,FALSE,TRUE,FALSE,FALSE
25,87,195,88,€81.5M,€64K,17,23.2,48.2,49.4,30.83,15,86,84,73,86,89,FALSE,FALSE,TRUE,FALSE
23,72,179,71,€3.4M,€15K,65.2,60.8,78.8,64.6,56.67,34,12,6,9,7,7,FALSE,FALSE,FALSE,TRUE
23,83,177,75,€50M,€71K,76.2,67,87.4,81.6,68.33,23.67,9,8,10,8,13,TRUE,FALSE,FALSE,FALSE
24,81,194,84,€33M,€49K,58.2,61.6,71.6,69,69.67,81,5,10,13,7,15,FALSE,TRUE,FALSE,FALSE
20,75,194,89,€10.5M,€30K,14.8,17.8,56.8,46.4,21.5,14.33,77,71,73,68,80,FALSE,FALSE,TRUE,FALSE
22,77,178,72,€22.5M,€39K,65.2,73.6,78,75.6,66.33,74.67,11,10,11,13,9,FALSE,TRUE,FALSE,FALSE
18,65,187,75,€1.7M,€3K,41,49.8,65.8,63,53.33,64.33,12,11,11,14,6,FALSE,TRUE,FALSE,FALSE
23,76,189,75,€14M,€64K,55.6,55.6,64.8,65.6,63.5,77,7,7,6,13,14,FALSE,TRUE,FALSE,FALSE
18,72,185,77,€5M,€15K,56.6,65.4,66.4,60.8,64,70.33,6,12,11,13,8,FALSE,FALSE,FALSE,TRUE
32,91,181,75,€103M,€350K,82.4,89.4,78.8,84,82.5,63,15,13,5,10,13,FALSE,FALSE,FALSE,TRUE
22,82,175,69,€44M,€18K,69.4,82.4,75.2,77.8,79.33,70.67,9,6,10,6,12,FALSE,FALSE,FALSE,TRUE
24,81,181,74,€35.5M,€33K,65.6,69.2,72,69.6,72.33,79,7,6,12,14,13,FALSE,FALSE,FALSE,TRUE
21,76,174,64,€17M,€31K,62.2,67.2,85,66.2,57.67,36,9,9,15,11,10,FALSE,FALSE,FALSE,TRUE
20,79,178,67,€29.5M,€61K,61.4,70.2,80.8,68,68.5,73,10,6,14,8,11,FALSE,TRUE,FALSE,FALSE
21,77,177,73,€20M,€10K,64.2,71.6,71.2,75.2,75.5,74.67,8,11,14,5,13,FALSE,FALSE,FALSE,TRUE
20,77,187,83,€14M,€53K,60.6,61.4,70.4,64.8,61.67,76.33,15,14,8,10,14,FALSE,TRUE,FALSE,FALSE
22,77,173,74,€20.5M,€37K,69,72.4,76.6,68.4,68.67,73,8,8,6,6,7,FALSE,TRUE,FALSE,FALSE
19,74,181,71,€8.5M,€34K,62,59,75,68,65.67,69.33,15,9,10,5,10,FALSE,TRUE,FALSE,FALSE
17,65,174,74,€1.9M,€500,55.8,61.8,84.6,72,58.33,40.33,8,10,12,7,8,TRUE,FALSE,FALSE,FALSE
18,68,195,84,€2.9M,€8K,54.2,59.4,56,63,55.83,70.33,12,7,14,14,8,FALSE,TRUE,FALSE,FALSE
21,74,179,67,€9.5M,€14K,63,68,77.6,66.6,56.5,38,8,6,8,12,13,FALSE,FALSE,FALSE,TRUE
24,85,190,75,€73.5M,€95K,58.6,65,69.6,68,68.17,85.33,11,5,9,11,12,FALSE,TRUE,FALSE,FALSE
22,79,185,73,€25M,€17K,64.2,62.8,74.6,67.8,67.5,79,12,11,13,12,10,FALSE,TRUE,FALSE,FALSE
22,72,182,63,€3.4M,€49K,62.8,60,71.8,65.6,65.67,69.33,10,13,11,7,7,FALSE,TRUE,FALSE,FALSE
22,85,193,85,€71M,€130K,57.2,64.8,71.4,66,67.17,86,7,10,6,8,11,FALSE,TRUE,FALSE,FALSE
20,77,168,64,€23M,€65K,63.4,71.2,79.8,61,67.67,50.67,10,10,6,14,7,FALSE,FALSE,FALSE,TRUE
21,74,190,87,€9M,€24K,42.6,41.4,66.6,59.6,51.33,73.33,12,14,5,8,13,FALSE,TRUE,FALSE,FALSE
22,80,178,70,€30M,€51K,56,64.8,83.6,80,69.5,78.67,10,11,13,10,6,FALSE,TRUE,FALSE,FALSE
21,82,180,70,€43.5M,€63K,65.4,72.4,84.8,76.2,70.83,77.67,7,8,8,12,15,FALSE,TRUE,FALSE,FALSE
22,67,176,69,€2M,€7K,59.2,66.8,72.6,62,55.67,65.33,15,14,11,8,7,FALSE,TRUE,FALSE,FALSE
20,76,178,66,€23M,€81K,70.2,74.4,84.6,66,62,27.67,6,9,8,10,7,FALSE,FALSE,FALSE,TRUE
23,79,172,63,€26.5M,€95K,65.2,76.6,85.2,72,71.67,36.67,9,10,14,8,13,FALSE,FALSE,FALSE,TRUE
23,78,168,62,€31M,€23K,67.6,70.4,79.4,68.2,59.83,39.33,11,12,11,13,13,FALSE,FALSE,FALSE,TRUE
21,74,179,67,€9.5M,€14K,63,68,77.6,66.6,56.5,38,8,6,8,12,13,FALSE,FALSE,FALSE,TRUE
19,75,182,78,€11.5M,€28K,52.6,59.8,64.4,60,60.33,75.67,11,14,15,12,8,FALSE,TRUE,FALSE,FALSE
32,88,176,73,€74M,€135K,86.4,87.4,84.8,82.4,79.83,57.33,14,8,14,13,14,TRUE,FALSE,FALSE,FALSE
30,81,188,83,€25.5M,€60K,78.2,70.4,66.6,80.8,71.67,39,15,9,10,13,9,TRUE,FALSE,FALSE,FALSE
27,75,178,86,€6M,€63K,58.6,65.6,84,76,59.17,35.67,13,9,11,12,7,FALSE,FALSE,FALSE,TRUE
27,84,180,70,€39.5M,€120K,79.2,73.6,81.6,83.8,77.5,43,14,14,14,6,10,TRUE,FALSE,FALSE,FALSE
25,80,195,86,€28.5M,€72K,74.2,64.8,70.8,78.8,68.33,29.67,12,7,8,13,13,TRUE,FALSE,FALSE,FALSE
27,90,191,82,€129.5M,€260K,75.4,82,71.2,87,79.67,85.67,10,10,7,14,8,FALSE,FALSE,FALSE,TRUE
23,83,192,84,€46.5M,€14K,17.6,24.6,46.4,44.2,30.17,14.33,82,77,80,82,86,FALSE,FALSE,TRUE,FALSE
24,79,190,86,€25M,€39K,60.2,59.6,65.2,68.2,65.33,80.67,13,11,7,11,12,FALSE,TRUE,FALSE,FALSE
23,82,188,77,€46M,€34K,77.8,76.4,78.4,81.8,79.33,66,15,11,6,15,7,FALSE,FALSE,FALSE,TRUE
22,75,180,68,€0,€0,64.8,72.8,74,72,68.83,66.33,14,14,6,8,7,FALSE,FALSE,FALSE,TRUE
22,80,177,70,€34M,€66K,69,71.8,86,76.6,70.17,57.33,6,12,7,7,10,FALSE,FALSE,FALSE,TRUE
22,82,178,78,€48.5M,€110K,71,82.8,76.2,78.8,78.5,73.33,8,6,7,8,10,FALSE,FALSE,FALSE,TRUE
22,78,173,68,€20M,€90K,63.8,70.2,82.8,68.6,67.17,72.33,11,10,10,15,15,FALSE,FALSE,FALSE,TRUE
21,78,180,78,€32M,€15K,64.8,58,79.2,79.6,62,25,10,11,15,8,13,TRUE,FALSE,FALSE,FALSE
22,81,182,77,€36.5M,€69K,61.4,71,73,73.2,77.83,79.67,6,10,16,8,13,FALSE,FALSE,FALSE,TRUE
20,75,185,72,€12.5M,€25K,66,64.2,83.2,69.4,56.67,20,6,8,8,6,13,TRUE,FALSE,FALSE,FALSE
21,76,191,80,€15.5M,€34K,56.4,58.2,70.4,66,64.33,76.33,10,6,15,11,9,FALSE,TRUE,FALSE,FALSE
22,77,187,78,€21.5M,€83K,71.4,64.8,75.8,77.4,63.33,38.33,12,7,12,7,7,TRUE,FALSE,FALSE,FALSE
19,69,187,77,€3.3M,€22K,58.4,64.6,67.2,60.2,62.33,51,12,12,9,11,10,FALSE,FALSE,FALSE,TRUE
20,77,181,77,€21M,€29K,74,68.6,81,75,62.33,25.67,13,7,5,12,14,TRUE,FALSE,FALSE,FALSE
18,83,173,70,€68.5M,€60K,63,74.8,82.8,66,75.5,69.67,8,10,11,7,13,FALSE,FALSE,FALSE,TRUE
38,84,183,79,€7.5M,€100K,65.2,69.6,60.8,70,72.67,86.33,9,12,5,9,10,FALSE,TRUE,FALSE,FALSE
30,72,196,83,€2.3M,€34K,67.8,59.6,58.2,74.6,62.67,40.67,10,10,13,8,9,TRUE,FALSE,FALSE,FALSE
25,76,196,80,€10M,€58K,47.8,51,64.4,59.4,56.33,77,14,11,11,8,9,FALSE,TRUE,FALSE,FALSE
24,86,180,72,€81M,€140K,76.6,85.6,76.2,78.6,76.5,79.33,14,15,14,6,7,FALSE,FALSE,FALSE,TRUE
23,79,172,62,€25M,€68K,68.6,70.2,84.4,70.8,63,24,6,13,7,12,6,FALSE,FALSE,FALSE,TRUE
25,86,186,78,€80M,€210K,63.2,63.6,77.4,72,71.83,86,11,8,15,12,15,FALSE,TRUE,FALSE,FALSE
23,82,173,69,€38.5M,€80K,72.6,80.6,78.8,80,76.33,76.33,15,7,14,5,7,FALSE,FALSE,FALSE,TRUE
21,75,182,70,€12.5M,€52K,68.6,67,74.6,70.8,57.67,22,7,6,10,8,14,TRUE,FALSE,FALSE,FALSE
20,75,174,66,€12.5M,€17K,62,70.8,78,60.2,66.33,60,13,15,12,8,8,FALSE,FALSE,FALSE,TRUE
24,86,188,79,€93M,€175K,62.6,56.2,71.4,70.8,67.67,86,11,14,9,11,8,FALSE,TRUE,FALSE,FALSE
23,84,172,64,€52M,€90K,68.8,79,81.6,72.2,79,73,12,13,8,5,5,FALSE,FALSE,FALSE,TRUE
20,79,172,60,€38.5M,€27K,69.4,73.6,77,58.2,57.67,40,9,7,14,6,9,FALSE,FALSE,FALSE,TRUE
18,72,180,72,€5.5M,€6K,59.4,69.2,82.8,64.6,56.67,45.67,12,14,14,9,10,FALSE,FALSE,FALSE,TRUE
18,67,176,66,€2.6M,€4K,53.2,64.8,68.8,50.8,55.5,47.33,9,13,12,13,6,FALSE,FALSE,FALSE,TRUE
20,76,181,75,€16.5M,€32K,61.6,65.2,71.8,66.8,71.33,66.67,5,15,9,13,10,FALSE,FALSE,FALSE,TRUE
20,70,174,64,€3.5M,€41K,56.2,63.8,76.4,58.2,60.83,58.33,8,14,8,7,7,FALSE,FALSE,FALSE,TRUE
22,75,171,67,€0,€0,70.8,66.6,77,70.8,56.67,53.67,7,12,6,11,12,FALSE,FALSE,FALSE,TRUE
22,77,190,84,€20.5M,€73K,55.4,60,65.4,62.2,62,80,14,12,9,14,6,FALSE,TRUE,FALSE,FALSE
24,78,184,75,€28.5M,€48K,74.6,77.2,74.2,77.2,68.33,66.67,10,9,6,12,11,FALSE,FALSE,FALSE,TRUE
26,81,178,71,€30.5M,€95K,71.4,73.2,82.4,69.4,69.17,56.33,10,13,10,14,9,FALSE,FALSE,FALSE,TRUE
20,73,176,70,€6.5M,€28K,65.6,74.2,80,71.2,68.17,46.33,12,9,14,6,7,FALSE,FALSE,FALSE,TRUE
21,75,188,81,€12M,€17K,55,59,67,70.2,64.83,75.33,5,10,13,5,15,FALSE,TRUE,FALSE,FALSE
20,75,172,68,€12.5M,€750,65.4,76.4,76.2,69.4,68.33,60,7,5,7,10,6,FALSE,FALSE,FALSE,TRUE
20,76,183,79,€16.5M,€25K,70,73.6,70,70,70,68,10,13,12,12,11,FALSE,FALSE,FALSE,TRUE
16,61,176,70,€1M,€2K,56,58.2,69,53.8,52.33,36,14,11,8,12,9,FALSE,FALSE,FALSE,TRUE
29,82,186,86,€26M,€57K,74.6,75,75.8,84.2,80.17,82.67,14,8,8,13,11,FALSE,TRUE,FALSE,FALSE
29,82,170,69,€27M,€72K,74.4,84.4,80.2,67.8,72.33,78,12,6,8,11,8,FALSE,FALSE,FALSE,TRUE
28,87,177,75,€70M,€110K,77.6,83.6,79.4,80,81.83,81,8,15,7,15,15,FALSE,FALSE,FALSE,TRUE
24,83,178,71,€41.5M,€59K,71.6,74.4,73.6,76.8,79.5,84.33,10,5,8,9,6,FALSE,FALSE,FALSE,TRUE
25,85,177,68,€68.5M,€170K,76.6,83.4,85,74.2,73.17,58.67,5,6,10,15,7,FALSE,FALSE,FALSE,TRUE
25,84,185,79,€52.5M,€84K,54.8,53.6,79.8,70.2,60.17,86,10,13,10,11,7,FALSE,TRUE,FALSE,FALSE
25,82,175,70,€37M,€59K,70.6,67.6,81.2,72,71.33,78.33,12,13,8,5,10,FALSE,TRUE,FALSE,FALSE
26,84,176,68,€46M,€210K,76.4,81.2,86.4,79.2,75.33,46.33,8,7,13,8,14,TRUE,FALSE,FALSE,FALSE
26,78,177,78,€0,€0,71.8,69,79.2,84.4,63.33,33,8,12,11,8,12,TRUE,FALSE,FALSE,FALSE
23,81,181,70,€41M,€60K,77.6,78.6,82.8,75,70.17,35.67,13,12,14,13,14,FALSE,FALSE,FALSE,TRUE
23,77,185,85,€21.5M,€53K,69.6,71.4,83.2,78,61.17,27.67,14,14,11,6,5,FALSE,FALSE,FALSE,TRUE
24,80,185,77,€29M,€14K,62.2,72,65.6,76.4,71.83,72.67,11,6,10,11,6,FALSE,FALSE,FALSE,TRUE
22,75,171,67,€0,€0,70.8,66.6,77,70.8,56.67,53.67,7,12,6,11,12,FALSE,FALSE,FALSE,TRUE
22,77,190,84,€20.5M,€73K,55.4,60,65.4,62.2,62,80,14,12,9,14,6,FALSE,TRUE,FALSE,FALSE
24,78,184,75,€28.5M,€48K,74.6,77.2,74.2,77.2,68.33,66.67,10,9,6,12,11,FALSE,FALSE,FALSE,TRUE
31,89,175,72,€85.5M,€260K,79.8,80.8,90.2,82.2,77.67,40.67,14,14,9,11,14,TRUE,FALSE,FALSE,FALSE
27,77,184,76,€11.5M,€100K,73.8,71,77.4,72.6,66.67,30,9,8,8,15,11,TRUE,FALSE,FALSE,FALSE
27,86,183,80,€72.5M,€105K,80.8,82.8,87,77.6,68.5,34.33,8,12,9,9,14,FALSE,FALSE,FALSE,TRUE
24,82,187,73,€42M,€90K,76.8,71.6,84.6,78.2,64.33,32.33,7,14,15,8,5,TRUE,FALSE,FALSE,FALSE
23,77,190,79,€19M,€37K,70,72.2,72.6,79.4,72.5,67.67,8,11,11,13,5,FALSE,FALSE,FALSE,TRUE
23,83,179,91,€48.5M,€105K,76.2,80.6,79.6,79.6,77,82.33,8,12,7,13,11,FALSE,TRUE,FALSE,FALSE
23,79,182,74,€25M,€89K,66.4,74.6,73,78.4,74.5,75,7,6,15,9,9,FALSE,FALSE,FALSE,TRUE
24,79,183,76,€25.5M,€68K,75,75.8,80.8,78.2,70.17,40.33,8,7,13,13,11,FALSE,FALSE,FALSE,TRUE
24,72,193,80,€3M,€12K,49.4,52.8,64,62.2,63.83,70.67,9,11,6,6,10,FALSE,TRUE,FALSE,FALSE
24,80,185,73,€31.5M,€60K,70.6,77,79.2,78,73.67,72,6,10,9,14,9,FALSE,FALSE,FALSE,TRUE
24,85,180,75,€69.5M,€160K,60.6,58.4,79.8,67.2,66.33,85.67,11,10,8,14,13,FALSE,TRUE,FALSE,FALSE
22,74,171,68,€9M,€64K,67,74.2,76,67.6,73.5,70.67,11,7,9,11,10,FALSE,FALSE,FALSE,TRUE
23,80,175,70,€29M,€39K,75.4,68.2,78.4,80.6,68.5,25.67,7,7,11,7,7,TRUE,FALSE,FALSE,FALSE
23,76,190,88,€15.5M,€31K,47.2,52.6,73.2,61,58.5,76,14,7,12,12,11,FALSE,TRUE,FALSE,FALSE
20,76,188,84,€15M,€36K,73.6,71.6,74.2,78.8,64.17,26,11,10,9,11,10,TRUE,FALSE,FALSE,FALSE
22,76,185,80,€17M,€23K,68,71.8,75.4,76.4,69.33,69.33,11,10,11,9,10,FALSE,FALSE,FALSE,TRUE
23,78,172,69,€28.5M,€49K,71.4,69.6,80.6,68.2,63.5,22.67,13,14,7,7,9,FALSE,FALSE,FALSE,TRUE
19,74,180,70,€10M,€9K,57.8,74.2,78.4,59.8,54.33,39.33,10,6,14,13,10,FALSE,FALSE,FALSE,TRUE
19,72,180,70,€5.5M,€18K,61.8,72.6,77.8,67,65.5,63.67,9,10,15,12,8,FALSE,FALSE,FALSE,TRUE
21,76,174,68,€11M,€22K,64.4,73.8,76.4,70.6,67.83,73,11,11,12,10,9,FALSE,TRUE,FALSE,FALSE
20,73,190,74,€6.5M,€12K,61.2,68,65.2,79,62,69,13,9,12,10,14,FALSE,TRUE,FALSE,FALSE
16,61,176,70,€1M,€2K,56,58.2,69,53.8,52.33,36,14,11,8,12,9,FALSE,FALSE,FALSE,TRUE
17,66,188,79,€2.1M,€500,55.4,49,68,66.6,55.5,23.33,13,13,6,12,13,TRUE,FALSE,FALSE,FALSE
26,83,173,68,€44.5M,€42K,72.6,84,75.4,73.2,75.33,77.67,16,8,9,10,7,FALSE,FALSE,FALSE,TRUE
25,83,185,79,€45.5M,€95K,59.6,56.8,71.6,66,64.5,84.67,5,7,11,10,14,FALSE,TRUE,FALSE,FALSE
24,78,188,84,€13M,€21K,61.6,62.6,75.8,77.6,63.83,77.67,13,10,10,10,10,FALSE,TRUE,FALSE,FALSE
23,78,167,71,€0,€0,67.8,72.2,74.4,78,73.5,74.33,12,12,12,12,7,FALSE,FALSE,FALSE,TRUE
24,74,195,84,€6M,€24K,51.8,53.4,68.8,65.8,60.67,74,7,10,8,11,9,FALSE,TRUE,FALSE,FALSE
24,78,179,70,€19M,€41K,70.8,76,72.4,76,72.83,67.33,12,15,9,10,7,FALSE,FALSE,FALSE,TRUE
24,84,176,72,€54.5M,€130K,76.2,83.4,77.8,78.2,80,76.33,7,10,14,15,10,FALSE,FALSE,FALSE,TRUE
25,82,173,77,€40.5M,€22K,73.4,82.8,81.4,72,78.67,55.33,15,11,15,7,8,FALSE,FALSE,FALSE,TRUE
25,77,181,70,€12.5M,€25K,63.8,74,81,65.4,61.83,52.67,6,7,12,12,6,FALSE,FALSE,FALSE,TRUE
22,75,181,74,€12.5M,€28K,64,66.8,80.2,66.2,61.67,38,9,10,9,6,10,FALSE,FALSE,FALSE,TRUE
22,75,175,71,€12.5M,€17K,59.4,73.6,70.6,70.6,68.33,71.33,14,9,5,6,15,FALSE,FALSE,FALSE,TRUE
23,84,190,75,€61M,€140K,75.6,76.8,72,85.2,69.17,23,5,15,6,11,10,TRUE,FALSE,FALSE,FALSE
22,77,179,73,€17M,€68K,70.2,65,80.8,68.4,59,47.67,14,7,13,5,13,FALSE,FALSE,FALSE,TRUE
22,75,175,70,€11M,€31K,59.6,64.2,81.6,71,62.17,69.33,11,13,14,12,6,FALSE,TRUE,FALSE,FALSE
23,78,174,68,€22M,€44K,68.4,72.4,79.2,63.6,65.33,48,9,10,8,9,12,FALSE,FALSE,FALSE,TRUE
18,72,165,64,€5.5M,€13K,61.6,64,79.8,61.2,64.5,50.33,14,11,9,12,11,FALSE,FALSE,FALSE,TRUE
21,73,170,68,€7M,€12K,56,67.8,83,59.2,57.67,32.33,5,11,11,6,8,FALSE,FALSE,FALSE,TRUE
20,78,184,73,€26M,€33K,58.4,59.4,72.6,66,63.83,79.33,8,10,14,11,13,FALSE,TRUE,FALSE,FALSE
24,75,187,80,€10.5M,€25K,51.2,60,63.2,76.6,58.17,75.33,14,14,9,13,8,FALSE,TRUE,FALSE,FALSE
20,71,192,90,€4M,€14K,18.4,19,33.6,38.2,22,10.33,70,69,69,70,73,FALSE,FALSE,TRUE,FALSE
20,74,176,69,€10M,€57K,68.8,76.8,75.8,63,56,36,15,8,11,15,14,FALSE,FALSE,FALSE,TRUE
18,67,179,71,€2.3M,€7K,59.4,62.8,72.4,56,62.83,63.33,14,8,9,8,14,FALSE,FALSE,FALSE,TRUE
31,86,185,84,€47.5M,€175K,74.4,76.2,64.6,84.8,80.17,86.67,13,14,16,12,12,FALSE,FALSE,FALSE,TRUE
29,78,188,90,€12M,€53K,64.2,72.6,49.8,77.8,69,77.67,11,14,6,13,9,FALSE,TRUE,FALSE,FALSE
29,86,178,69,€66M,€140K,73.6,86.8,77.2,75.8,81.67,71,9,14,11,6,10,FALSE,FALSE,FALSE,TRUE
29,86,177,75,€68M,€130K,78.8,88,84,75.6,71.67,37.33,5,4,4,5,8,FALSE,FALSE,FALSE,TRUE
27,84,185,83,€48.5M,€72K,76.4,82.2,79.2,78.2,68.33,50,11,16,11,8,9,FALSE,FALSE,FALSE,TRUE
28,87,179,69,€79.5M,€220K,80.4,84,77.2,79,82.67,65.33,12,14,15,8,14,FALSE,FALSE,FALSE,TRUE
28,82,186,85,€27M,€65K,73.4,76.4,63.8,82.8,75.5,81.67,7,9,10,13,15,FALSE,FALSE,FALSE,TRUE
26,82,186,81,€35.5M,€125K,74,68.6,76,82.6,79.83,79.33,9,13,8,13,13,FALSE,FALSE,FALSE,TRUE
28,78,172,67,€14.5M,€56K,69,74.8,82.4,69,69.83,35.33,9,12,8,15,14,TRUE,FALSE,FALSE,FALSE
26,83,173,68,€44.5M,€42K,72.6,84,75.4,73.2,75.33,77.67,16,8,9,10,7,FALSE,FALSE,FALSE,TRUE
25,83,185,79,€45.5M,€95K,59.6,56.8,71.6,66,64.5,84.67,5,7,11,10,14,FALSE,TRUE,FALSE,FALSE
36,84,182,86,€14.5M,€14K,82.2,79.4,70.4,76.6,77.33,41.33,27,25,31,33,37,TRUE,FALSE,FALSE,FALSE
29,83,178,76,€29.5M,€63K,76.6,80,80.8,80.8,79.83,73.67,11,13,14,15,13,FALSE,FALSE,FALSE,TRUE
26,85,175,73,€63.5M,€135K,72.2,86.2,78.2,71,74.83,55.33,11,14,14,12,14,FALSE,FALSE,FALSE,TRUE
27,82,183,75,€28M,€56K,26.6,32.4,59.2,42,36.17,18.33,82,81,86,81,82,FALSE,FALSE,TRUE,FALSE
25,77,187,80,€13.5M,€49K,71.4,62,70.8,80.6,66.17,22.67,9,15,14,9,10,TRUE,FALSE,FALSE,FALSE
28,84,184,74,€42M,€85K,74.6,76.6,82.4,83,78.67,78.33,13,6,6,11,15,FALSE,FALSE,FALSE,TRUE
25,84,175,70,€50.5M,€84K,70.4,81.2,83.8,78.6,80,80.33,9,12,10,16,15,FALSE,FALSE,FALSE,TRUE
25,82,180,72,€36.5M,€85K,75.6,80.4,75.2,78.2,79,67.33,14,9,12,11,11,FALSE,FALSE,FALSE,TRUE
24,84,181,73,€50.5M,€90K,76.6,77.6,84.4,80.6,76.17,75.67,10,8,14,6,8,FALSE,TRUE,FALSE,FALSE
23,78,178,70,€20M,€56K,69,76.2,77,72.2,71,56.67,7,7,14,15,11,FALSE,FALSE,FALSE,TRUE
24,76,180,73,€11M,€78K,67.2,59.6,77.6,70.2,59.67,19.33,12,10,11,9,5,TRUE,FALSE,FALSE,FALSE
26,89,187,82,€106.5M,€250K,57,61.8,65.6,70.4,65.83,89.67,7,8,13,7,12,FALSE,TRUE,FALSE,FALSE
25,82,173,77,€40.5M,€22K,73.4,82.8,81.4,72,78.67,55.33,15,11,15,7,8,FALSE,FALSE,FALSE,TRUE
23,83,171,67,€47M,€105K,70,76.4,91.6,68.8,65.17,43,8,9,8,8,14,FALSE,FALSE,FALSE,TRUE
25,77,181,70,€12.5M,€25K,63.8,74,81,65.4,61.83,52.67,6,7,12,12,6,FALSE,FALSE,FALSE,TRUE
25,83,179,72,€50.5M,€71K,71.4,80.4,78.8,68.8,70.5,48,15,15,13,12,11,FALSE,FALSE,FALSE,TRUE
25,83,178,72,€43.5M,€41K,72.8,80,81,69.8,71.17,45.33,9,7,15,6,12,FALSE,FALSE,FALSE,TRUE
23,79,170,69,€26.5M,€48K,68.2,70.6,80.6,70.6,67.5,48.67,12,9,14,9,6,FALSE,FALSE,FALSE,TRUE
22,75,185,86,€8.5M,€25K,67.2,61.4,78.8,74.4,57,30.67,6,11,10,14,9,TRUE,FALSE,FALSE,FALSE
21,72,183,78,€4.9M,€21K,48.6,52.6,69.2,64.4,54.67,71.33,11,8,11,5,10,FALSE,TRUE,FALSE,FALSE
23,77,174,73,€21.5M,€45K,71.4,70.6,81,73.8,65.17,38,10,8,14,8,12,TRUE,FALSE,FALSE,FALSE
23,78,185,82,€20M,€15K,48.8,54.4,71.4,63.2,60.5,78.33,8,15,7,11,14,FALSE,TRUE,FALSE,FALSE
21,73,170,68,€7M,€12K,56,67.8,83,59.2,57.67,32.33,5,11,11,6,8,FALSE,FALSE,FALSE,TRUE
19,72,176,68,€5.5M,€6K,58.6,67.6,78.8,60,60.17,35,13,10,10,15,11,FALSE,FALSE,FALSE,TRUE
21,64,187,76,€1.3M,€4K,52.6,47.2,68.2,68.2,53.83,12.67,9,5,9,9,10,TRUE,FALSE,FALSE,FALSE
20,74,173,63,€10M,€67K,61.6,76.2,75.4,60.6,61.17,45.33,15,10,15,10,9,FALSE,FALSE,FALSE,TRUE
19,73,187,74,€7M,€16K,59.2,64.8,71.4,71.8,67.33,60.33,14,7,7,12,8,FALSE,FALSE,FALSE,TRUE
17,65,186,74,€1.9M,€500,56.6,66.2,65.6,56.2,61.33,52.67,7,13,13,10,9,FALSE,FALSE,FALSE,TRUE
23,82,184,68,€37.5M,€80K,59,67.2,68.4,74.4,72.83,82.67,8,12,8,6,11,FALSE,FALSE,FALSE,TRUE
26,84,194,76,€42.5M,€90K,18.6,29,55.8,45.8,34.67,15.67,84,80,79,84,87,FALSE,FALSE,TRUE,FALSE
24,79,187,85,€19M,€31K,50.6,57.2,64.2,63.4,64.83,78.67,6,8,15,15,14,FALSE,TRUE,FALSE,FALSE
23,80,190,88,€29M,€40K,57.2,61.2,69.4,69.8,64.33,80,7,13,11,8,13,FALSE,TRUE,FALSE,FALSE
